store,item,date,forecast,lower_95,upper_95
4,36,2018-03-24,101.4,89.6,114.3
4,36,2018-03-25,106.4,94.2,118.3
4,36,2018-03-26,74.4,60.5,87.7
4,36,2018-03-27,84.6,71.9,97.3
4,36,2018-03-28,84.7,71.9,97.3
4,36,2018-03-29,91.5,78.5,103.7
4,36,2018-03-30,97,83.6,109.8
4,36,2018-03-31,103.1,91.2,115.9
4,37,2018-01-01,20.8,13.4,28.2
4,37,2018-01-02,24.3,16.6,32.2
4,37,2018-01-03,24.3,17,31.8
4,37,2018-01-04,25.9,18.6,33
4,37,2018-01-05,28.4,20.5,35.1
4,37,2018-01-06,30,23,37.5
4,37,2018-01-07,32.4,24.6,40.1
4,37,2018-01-08,20,12.4,27.8
4,37,2018-01-09,23.6,16.4,30.7
4,37,2018-01-10,23.8,17,31.3
4,37,2018-01-11,25.4,18.4,32.8
4,37,2018-01-12,28,20.3,35.6
4,37,2018-01-13,29.8,23.3,37.2
4,37,2018-01-14,32.2,24.9,39.5
4,37,2018-01-15,20.1,12.9,27.5
4,37,2018-01-16,23.8,16.6,31.6
4,37,2018-01-17,24.1,16.7,31.5
4,37,2018-01-18,25.9,18.3,33.2
4,37,2018-01-19,28.6,21.3,36.6
4,37,2018-01-20,30.6,23.4,38.2
4,37,2018-01-21,33.1,26.4,40.7
4,37,2018-01-22,21.1,12.9,28.2
4,37,2018-01-23,24.9,17.1,32.2
4,37,2018-01-24,25.2,18.1,32.1
4,37,2018-01-25,27.1,20.1,34.3
4,37,2018-01-26,29.8,22.8,36.8
4,37,2018-01-27,31.8,24.1,39.4
4,37,2018-01-28,34.3,27.3,41.9
4,37,2018-01-29,22.2,15.1,28.9
4,37,2018-01-30,25.9,18.6,33
4,37,2018-01-31,26.2,19.1,33.2
4,37,2018-02-01,28,20.5,35.2
4,37,2018-02-02,30.6,23.6,37.4
4,37,2018-02-03,32.4,25.1,40.4
4,37,2018-02-04,34.8,27.4,42.2
4,37,2018-02-05,22.6,14.8,29.9
4,37,2018-02-06,26.2,18.6,33.1
4,37,2018-02-07,26.4,19.1,34.2
4,37,2018-02-08,28.1,20.5,35.4
4,37,2018-02-09,30.6,23.3,38.1
4,37,2018-02-10,32.4,25.2,40.3
4,37,2018-02-11,34.8,27.2,42
4,37,2018-02-12,22.5,15.5,30.3
4,37,2018-02-13,26.2,18.9,33.7
4,37,2018-02-14,26.4,18.8,34.1
4,37,2018-02-15,28.1,21.1,35.7
4,37,2018-02-16,30.7,22.8,38.1
4,37,2018-02-17,32.6,24.7,39.3
4,37,2018-02-18,35.1,27.8,42.6
4,37,2018-02-19,23,15.9,29.9
4,37,2018-02-20,26.8,19.1,34.1
4,37,2018-02-21,27.2,19.9,34.5
4,37,2018-02-22,29.1,21.6,36.7
4,37,2018-02-23,31.9,24.4,38.9
4,37,2018-02-24,33.9,26.8,41.4
4,37,2018-02-25,36.5,28.8,43.6
4,37,2018-02-26,24.6,17.6,32
4,37,2018-02-27,28.5,21.5,35.9
4,37,2018-02-28,29,21.9,36.2
4,37,2018-03-01,31,24,38.5
4,37,2018-03-02,33.8,26.2,41.1
4,37,2018-03-03,35.9,29,43.1
4,37,2018-03-04,38.6,31,45.7
4,37,2018-03-05,26.6,19,34.1
4,37,2018-03-06,30.5,23.1,37.8
4,37,2018-03-07,31,24.1,38.3
4,37,2018-03-08,32.9,25.6,39.8
4,37,2018-03-09,35.6,28.6,43.4
4,37,2018-03-10,37.6,29.8,45.1
4,37,2018-03-11,40.1,32.9,48
4,37,2018-03-12,28,20.4,35.2
4,37,2018-03-13,31.8,24.7,39.4
4,37,2018-03-14,32,24.9,39.3
4,37,2018-03-15,33.8,26.3,40.9
4,37,2018-03-16,36.4,29.6,43.6
4,37,2018-03-17,38.2,30.7,45.5
4,37,2018-03-18,40.6,33.4,47.6
4,37,2018-03-19,28.3,20.8,35.8
4,37,2018-03-20,32,24.4,39.4
4,37,2018-03-21,32.2,24.6,39.6
4,37,2018-03-22,33.8,26.6,40.8
4,37,2018-03-23,36.4,29.3,44
4,37,2018-03-24,38.2,30.7,45.5
4,37,2018-03-25,40.7,33.7,48.5
4,37,2018-03-26,28.5,21.1,36.1
4,37,2018-03-27,32.2,25.1,39.7
4,37,2018-03-28,32.4,24.7,40.1
4,37,2018-03-29,34.2,27,41.6
4,37,2018-03-30,36.9,29.7,43.9
4,37,2018-03-31,38.9,31.7,46.2
4,38,2018-01-01,57.4,45.5,69.2
4,38,2018-01-02,67.9,55.3,81.1
4,38,2018-01-03,68.2,56.3,80
4,38,2018-01-04,74.1,62.6,86.6
4,38,2018-01-05,80.1,66.8,92.2
4,38,2018-01-06,84.7,71.4,97.3
4,38,2018-01-07,90.9,78.8,103.3
4,38,2018-01-08,57.2,44.9,70.4
4,38,2018-01-09,67.6,55.1,80.2
4,38,2018-01-10,67.9,56,81.3
4,38,2018-01-11,73.9,61.2,87.2
4,38,2018-01-12,79.9,67.5,92.5
4,38,2018-01-13,84.6,71.7,97.2
4,38,2018-01-14,90.9,77.5,102.2
4,38,2018-01-15,57.3,44.9,69.9
4,38,2018-01-16,67.8,55.2,80.7
4,38,2018-01-17,68.3,56.1,80.4
4,38,2018-01-18,74.4,61.3,86.1
4,38,2018-01-19,80.6,68.4,93
4,38,2018-01-20,85.3,72.9,98.2
4,38,2018-01-21,91.8,79.1,103.9
4,38,2018-01-22,58.3,46.5,70.5
4,38,2018-01-23,69,56.6,81.5
4,38,2018-01-24,69.5,57.6,82
4,38,2018-01-25,75.6,63,87.8
4,38,2018-01-26,81.8,69.1,94.3
4,38,2018-01-27,86.6,74.1,99.5
4,38,2018-01-28,93,80.4,105.3
4,38,2018-01-29,59.5,47.7,71.9
4,38,2018-01-30,70.1,58,81.8
4,38,2018-01-31,70.5,57.3,82.6
4,38,2018-02-01,76.6,63.9,88.9
4,38,2018-02-02,82.7,69.7,96.2
4,38,2018-02-03,87.4,75.2,99.2
4,38,2018-02-04,93.7,81.5,106.8
4,38,2018-02-05,60.2,47.5,73.3
4,38,2018-02-06,70.7,58.6,83.6
4,38,2018-02-07,71.1,58.8,84.2
4,38,2018-02-08,77.1,64,90.4
4,38,2018-02-09,83.3,70.5,96.1
4,38,2018-02-10,88,76,100.1
4,38,2018-02-11,94.4,82,107
4,38,2018-02-12,60.9,47.9,72.3
4,38,2018-02-13,71.6,59.8,84.5
4,38,2018-02-14,72.1,59.2,84.4
4,38,2018-02-15,78.4,65.2,90.8
4,38,2018-02-16,84.8,72.4,97.4
4,38,2018-02-17,89.7,77.2,102.5
4,38,2018-02-18,96.4,84.8,108.7
4,38,2018-02-19,63.2,50.7,76.3
4,38,2018-02-20,74.2,61.8,87.2
4,38,2018-02-21,75,61.7,86.6
4,38,2018-02-22,81.6,68.8,94.5
4,38,2018-02-23,88.2,75.8,101.4
4,38,2018-02-24,93.4,81.6,106.8
4,38,2018-02-25,100.3,87.9,112.8
4,38,2018-02-26,67.3,55.1,80.4
4,38,2018-02-27,78.4,66.1,90.6
4,38,2018-02-28,79.4,66.7,92.1
4,38,2018-03-01,86.1,73.5,97.3
4,38,2018-03-02,92.7,80.3,104.8
4,38,2018-03-03,98,86,111
4,38,2018-03-04,104.8,92.7,116.8
4,38,2018-03-05,71.8,58.7,84.4
4,38,2018-03-06,82.8,70.2,95.8
4,38,2018-03-07,83.6,72.4,96.8
4,38,2018-03-08,90.1,77.1,102.7
4,38,2018-03-09,96.5,83.6,108.4
4,38,2018-03-10,101.6,89.3,113.8
4,38,2018-03-11,108.2,96.3,121.4
4,38,2018-03-12,74.9,63,87.5
4,38,2018-03-13,85.7,73.9,97.6
4,38,2018-03-14,86.3,73.7,99.2
4,38,2018-03-15,92.6,79.5,105.3
4,38,2018-03-16,98.8,86.6,111.1
4,38,2018-03-17,103.7,91.3,116.7
4,38,2018-03-18,110.2,98.3,122.7
4,38,2018-03-19,76.8,65.3,88.6
4,38,2018-03-20,87.5,75,99.8
4,38,2018-03-21,88.1,75.1,99.8
4,38,2018-03-22,94.4,81.8,106.5
4,38,2018-03-23,100.7,88.3,113.2
4,38,2018-03-24,105.7,92.9,117.1
4,38,2018-03-25,112.3,99.3,124.2
4,38,2018-03-26,79.1,66.5,91.4
4,38,2018-03-27,89.9,77.4,102.2
4,38,2018-03-28,90.7,78.3,103
4,38,2018-03-29,97.2,84.8,109.3
4,38,2018-03-30,103.7,91.7,116
4,38,2018-03-31,108.9,96.2,120.4
4,39,2018-01-01,30.7,21.7,40.4
4,39,2018-01-02,37.5,28.2,47.1
4,39,2018-01-03,37.5,28.3,46.4
4,39,2018-01-04,40.6,31.4,50.1
4,39,2018-01-05,43.4,34.5,52.6
4,39,2018-01-06,45.5,36.5,54.6
4,39,2018-01-07,48.5,39.7,58.3
4,39,2018-01-08,30.3,21.5,39.5
4,39,2018-01-09,37,27.8,45.8
4,39,2018-01-10,37.1,28,45.9
4,39,2018-01-11,40.3,31.6,49.2
4,39,2018-01-12,43.1,34.4,52.1
4,39,2018-01-13,45.4,36.3,54.6
4,39,2018-01-14,48.5,38.5,57.4
4,39,2018-01-15,30.5,21.4,39.5
4,39,2018-01-16,37.4,28.7,46.3
4,39,2018-01-17,37.6,28.6,47.3
4,39,2018-01-18,41,31.8,50.6
4,39,2018-01-19,44,35,52.8
4,39,2018-01-20,46.4,36.4,54.5
4,39,2018-01-21,49.7,40.6,58.7
4,39,2018-01-22,31.7,23.1,41.2
4,39,2018-01-23,38.8,30.3,48.3
4,39,2018-01-24,39.1,30.3,48.8
4,39,2018-01-25,42.5,32.5,51.3
4,39,2018-01-26,45.6,36.4,54.6
4,39,2018-01-27,48,39.7,57.2
4,39,2018-01-28,51.3,42.5,60.4
4,39,2018-01-29,33.3,24.5,42.3
4,39,2018-01-30,40.3,31.6,49.4
4,39,2018-01-31,40.5,31.1,49.4
4,39,2018-02-01,43.9,34.3,52.5
4,39,2018-02-02,46.8,37.6,56.4
4,39,2018-02-03,49.2,40,58.8
4,39,2018-02-04,52.3,43.2,60.8
4,39,2018-02-05,34.2,25.2,43.5
4,39,2018-02-06,41.1,31.8,50
4,39,2018-02-07,41.2,32.1,49.7
4,39,2018-02-08,44.4,35.3,53.4
4,39,2018-02-09,47.3,38.4,56.4
4,39,2018-02-10,49.5,40.1,58.2
4,39,2018-02-11,52.6,42.9,61.8
4,39,2018-02-12,34.5,25.2,44.2
4,39,2018-02-13,41.4,32.1,50.7
4,39,2018-02-14,41.5,33.3,50.8
4,39,2018-02-15,44.8,35.6,54.4
4,39,2018-02-16,47.8,38.5,57.1
4,39,2018-02-17,50.1,40.6,59.1
4,39,2018-02-18,53.3,43.9,61.9
4,39,2018-02-19,35.4,26.3,44.4
4,39,2018-02-20,42.4,33.4,51.1
4,39,2018-02-21,42.7,33.3,52.1
4,39,2018-02-22,46.1,37.2,55.2
4,39,2018-02-23,49.3,39.9,58.3
4,39,2018-02-24,51.8,42.2,61
4,39,2018-02-25,55.1,45.8,64.5
4,39,2018-02-26,37.3,28.5,46.8
4,39,2018-02-27,44.4,35.4,53
4,39,2018-02-28,44.8,36.3,53.9
4,39,2018-03-01,48.4,39.4,58
4,39,2018-03-02,51.6,42.5,61.4
4,39,2018-03-03,54.1,44.8,63.7
4,39,2018-03-04,57.5,48.3,66.1
4,39,2018-03-05,39.7,30.4,48.8
4,39,2018-03-06,46.8,37.8,55.9
4,39,2018-03-07,47.1,37.3,56.5
4,39,2018-03-08,50.6,40.9,59.6
4,39,2018-03-09,53.6,44.6,63
4,39,2018-03-10,56.1,47.1,65.4
4,39,2018-03-11,59.3,50.3,68.5
4,39,2018-03-12,41.3,32.1,50.2
4,39,2018-03-13,48.3,38.9,57.5
4,39,2018-03-14,48.4,39.9,58.2
4,39,2018-03-15,51.8,42.8,60.9
4,39,2018-03-16,54.7,45.8,64
4,39,2018-03-17,57,48,65.7
4,39,2018-03-18,60.1,51.5,69.8
4,39,2018-03-19,42,33.2,50.9
4,39,2018-03-20,48.9,39.9,57.9
4,39,2018-03-21,49.1,39.7,58.5
4,39,2018-03-22,52.4,44.2,61.8
4,39,2018-03-23,55.3,46.1,64
4,39,2018-03-24,57.6,48.2,67.1
4,39,2018-03-25,60.8,52,69.9
4,39,2018-03-26,42.8,34,52.5
4,39,2018-03-27,49.8,41.1,59.1
4,39,2018-03-28,50,41.2,58.7
4,39,2018-03-29,53.5,44.4,63.4
4,39,2018-03-30,56.6,47.9,66.5
4,39,2018-03-31,59.1,49.9,68
4,40,2018-01-01,20.6,13.3,28.3
4,40,2018-01-02,24.6,17.2,31.9
4,40,2018-01-03,24.2,17.2,31.2
4,40,2018-01-04,27,19.3,35
4,40,2018-01-05,28.3,20.8,36.1
4,40,2018-01-06,30.6,22.7,38.3
4,40,2018-01-07,32.9,25.4,40.1
4,40,2018-01-08,20.7,13.7,27.7
4,40,2018-01-09,24.7,17,31.8
4,40,2018-01-10,24.4,17.3,31.8
4,40,2018-01-11,27.2,19.9,34.3
4,40,2018-01-12,28.5,20.7,36.2
4,40,2018-01-13,31,23.4,38.1
4,40,2018-01-14,33.3,25.9,40.8
4,40,2018-01-15,21.1,13.6,28.7
4,40,2018-01-16,25.1,17.8,32.3
4,40,2018-01-17,24.9,17.1,32.5
4,40,2018-01-18,27.7,20.1,35.6
4,40,2018-01-19,29,21.7,36.9
4,40,2018-01-20,31.4,24.1,39.4
4,40,2018-01-21,33.8,25.9,40.9
4,40,2018-01-22,21.6,13.7,28.6
4,40,2018-01-23,25.6,17.6,32.6
4,40,2018-01-24,25.3,17.8,32.4
4,40,2018-01-25,28,20.4,35.3
4,40,2018-01-26,29.3,22.5,36.4
4,40,2018-01-27,31.6,23.8,39.7
4,40,2018-01-28,33.9,26.4,41.3
4,40,2018-01-29,21.6,14.9,29.6
4,40,2018-01-30,25.6,18.5,32.9
4,40,2018-01-31,25.2,17.5,32.5
4,40,2018-02-01,27.9,20.7,35.9
4,40,2018-02-02,29.2,21.2,36.2
4,40,2018-02-03,31.5,24.3,38.8
4,40,2018-02-04,33.7,26.4,41.4
4,40,2018-02-05,21.5,13.9,29.3
4,40,2018-02-06,25.4,18.2,32.6
4,40,2018-02-07,25.1,17.4,32.2
4,40,2018-02-08,27.9,19.9,35
4,40,2018-02-09,29.2,21.9,36.5
4,40,2018-02-10,31.6,24.2,38.8
4,40,2018-02-11,33.9,26.9,41.6
4,40,2018-02-12,21.8,13.9,29.1
4,40,2018-02-13,25.8,18.7,33.4
4,40,2018-02-14,25.6,18.4,32.8
4,40,2018-02-15,28.5,21,36.1
4,40,2018-02-16,30,22.6,37.8
4,40,2018-02-17,32.5,24.8,39.5
4,40,2018-02-18,35,27.7,42.3
4,40,2018-02-19,23,15.4,30.4
4,40,2018-02-20,27.2,20,34.9
4,40,2018-02-21,27.1,19.3,34.6
4,40,2018-02-22,30.1,23,37.7
4,40,2018-02-23,31.6,24,39.4
4,40,2018-02-24,34.3,27.2,41.8
4,40,2018-02-25,36.8,29.3,44.4
4,40,2018-02-26,24.9,18,32.3
4,40,2018-02-27,29.1,21.3,35.7
4,40,2018-02-28,29,21.8,36.4
4,40,2018-03-01,32,24.8,39.8
4,40,2018-03-02,33.5,26.3,40.8
4,40,2018-03-03,36.1,28.5,43.5
4,40,2018-03-04,38.7,32,46.2
4,40,2018-03-05,26.6,18.8,33.8
4,40,2018-03-06,30.8,23.8,38.3
4,40,2018-03-07,30.6,23.2,38
4,40,2018-03-08,33.6,26,41.2
4,40,2018-03-09,35,27.8,42
4,40,2018-03-10,37.5,30,44.7
4,40,2018-03-11,40,32.3,47.2
4,40,2018-03-12,27.9,20.2,35.4
4,40,2018-03-13,32,24.5,39.4
4,40,2018-03-14,31.8,24.6,39.9
4,40,2018-03-15,34.6,27.3,42.1
4,40,2018-03-16,36,29,43.9
4,40,2018-03-17,38.5,31.2,46.1
4,40,2018-03-18,40.9,33.5,47.9
4,40,2018-03-19,28.8,21.7,36.2
4,40,2018-03-20,32.9,25.8,40.5
4,40,2018-03-21,32.7,24.8,40
4,40,2018-03-22,35.6,28,42.8
4,40,2018-03-23,36.9,29.2,44.4
4,40,2018-03-24,39.4,31.4,47.1
4,40,2018-03-25,41.9,34.6,49
4,40,2018-03-26,29.8,22.5,37.2
4,40,2018-03-27,33.9,26.7,41.2
4,40,2018-03-28,33.7,26.4,40.8
4,40,2018-03-29,36.6,28.9,43.6
4,40,2018-03-30,38,30.3,45.3
4,40,2018-03-31,40.5,33.2,48.2
4,41,2018-01-01,15.9,9.9,22.4
4,41,2018-01-02,18.9,12.4,24.6
4,41,2018-01-03,19,12.7,25.6
4,41,2018-01-04,20.4,14.1,26.6
4,41,2018-01-05,22.8,16.3,28.8
4,41,2018-01-06,23.5,17.2,29.5
4,41,2018-01-07,25.5,18.9,31.6
4,41,2018-01-08,15.9,10,22
4,41,2018-01-09,18.9,12.6,25.1
4,41,2018-01-10,18.9,12.6,25.5
4,41,2018-01-11,20.2,14.6,26.1
4,41,2018-01-12,22.6,16.2,28.8
4,41,2018-01-13,23.2,17.1,29.7
4,41,2018-01-14,25.1,19,31.6
4,41,2018-01-15,15.5,9.6,22.1
4,41,2018-01-16,18.5,12.4,25
4,41,2018-01-17,18.5,12.1,24.2
4,41,2018-01-18,19.8,13.5,26.1
4,41,2018-01-19,22.2,16.2,28.3
4,41,2018-01-20,22.9,16.5,29.1
4,41,2018-01-21,24.9,18.5,31.4
4,41,2018-01-22,15.4,8.9,22.1
4,41,2018-01-23,18.4,11.7,24.4
4,41,2018-01-24,18.5,12.3,24.5
4,41,2018-01-25,19.9,13.5,26.5
4,41,2018-01-26,22.5,16,28.4
4,41,2018-01-27,23.3,17.1,29.2
4,41,2018-01-28,25.4,19.3,31.3
4,41,2018-01-29,15.9,9.7,21.8
4,41,2018-01-30,19.1,13,25.4
4,41,2018-01-31,19.2,12.9,24.9
4,41,2018-02-01,20.7,14.5,26.5
4,41,2018-02-02,23.3,17.2,29.6
4,41,2018-02-03,24.2,18.1,30.4
4,41,2018-02-04,26.3,20.3,32.7
4,41,2018-02-05,16.9,10.7,23.3
4,41,2018-02-06,20,13.9,26.4
4,41,2018-02-07,20.2,14,26.2
4,41,2018-02-08,21.7,14.9,27.9
4,41,2018-02-09,24.2,18,30.3
4,41,2018-02-10,25,18.4,31.3
4,41,2018-02-11,27.1,21,33.5
4,41,2018-02-12,17.6,11.3,24.1
4,41,2018-02-13,20.7,13.8,26.8
4,41,2018-02-14,20.8,14.7,27.2
4,41,2018-02-15,22.2,16.3,28.5
4,41,2018-02-16,24.7,18.3,31
4,41,2018-02-17,25.5,18.9,31.7
4,41,2018-02-18,27.5,20.9,33.6
4,41,2018-02-19,18,11.7,24.4
4,41,2018-02-20,21,14.3,27
4,41,2018-02-21,21.1,14.4,27
4,41,2018-02-22,22.5,16.8,29
4,41,2018-02-23,25,18.7,31.2
4,41,2018-02-24,25.8,20,31.9
4,41,2018-02-25,27.8,21.2,34
4,41,2018-02-26,18.4,11.9,24.7
4,41,2018-02-27,21.5,15.3,27.4
4,41,2018-02-28,21.6,15.5,28.1
4,41,2018-03-01,23.1,16.5,29.1
4,41,2018-03-02,25.7,19.4,31.8
4,41,2018-03-03,26.5,19.6,32.8
4,41,2018-03-04,28.6,22.7,34.7
4,41,2018-03-05,19.3,13,25.8
4,41,2018-03-06,22.4,16.5,28.8
4,41,2018-03-07,22.6,16.3,29
4,41,2018-03-08,24.2,17.5,30.8
4,41,2018-03-09,26.8,20.4,33.1
4,41,2018-03-10,27.7,22.2,33.8
4,41,2018-03-11,29.9,24,36.2
4,41,2018-03-12,20.6,14.1,26.6
4,41,2018-03-13,23.8,17.6,30.3
4,41,2018-03-14,24,17.6,29.9
4,41,2018-03-15,25.5,19.5,32.3
4,41,2018-03-16,28.2,22.2,34.5
4,41,2018-03-17,29.1,22.5,35.3
4,41,2018-03-18,31.2,24.8,37
4,41,2018-03-19,21.8,15.6,27.8
4,41,2018-03-20,25,18.8,31
4,41,2018-03-21,25.1,18.5,31.4
4,41,2018-03-22,26.6,20,32.5
4,41,2018-03-23,29.2,22.8,35.6
4,41,2018-03-24,30,23.9,36.5
4,41,2018-03-25,32.1,25.9,38.1
4,41,2018-03-26,22.7,16.4,29
4,41,2018-03-27,25.7,19.4,32.2
4,41,2018-03-28,25.9,20.1,31.8
4,41,2018-03-29,27.3,21.3,34.6
4,41,2018-03-30,29.9,23.8,36.2
4,41,2018-03-31,30.6,24.7,37
4,42,2018-01-01,26.1,17.4,34.1
4,42,2018-01-02,31.8,23.4,39.5
4,42,2018-01-03,30.7,23.4,39.1
4,42,2018-01-04,33.3,25.5,41.3
4,42,2018-01-05,35.4,26.5,43.7
4,42,2018-01-06,38.1,30.1,47.1
4,42,2018-01-07,40.7,31.9,48.8
4,42,2018-01-08,25.5,17.4,33.7
4,42,2018-01-09,31.2,22.8,39.4
4,42,2018-01-10,30.1,21.4,38
4,42,2018-01-11,32.7,24.2,40.9
4,42,2018-01-12,34.9,27.2,43.3
4,42,2018-01-13,37.7,30.1,45.6
4,42,2018-01-14,40.5,32,48.8
4,42,2018-01-15,25.4,17.2,33.4
4,42,2018-01-16,31.2,22.6,39.1
4,42,2018-01-17,30.2,21.9,38.4
4,42,2018-01-18,33.1,25.1,41.7
4,42,2018-01-19,35.4,26.8,44.1
4,42,2018-01-20,38.4,30.2,47.2
4,42,2018-01-21,41.3,33.1,49
4,42,2018-01-22,26.2,18.4,34.7
4,42,2018-01-23,32.2,23.9,40
4,42,2018-01-24,31.3,22.7,39.4
4,42,2018-01-25,34.2,25.5,42.3
4,42,2018-01-26,36.6,27.7,44.8
4,42,2018-01-27,39.6,31,47.6
4,42,2018-01-28,42.5,34.3,50.6
4,42,2018-01-29,27.5,19.5,36.1
4,42,2018-01-30,33.4,25,41.6
4,42,2018-01-31,32.5,24.5,40.6
4,42,2018-02-01,35.4,27.9,44
4,42,2018-02-02,37.7,29.7,46.2
4,42,2018-02-03,40.6,32.1,48.7
4,42,2018-02-04,43.5,35.2,52.1
4,42,2018-02-05,28.4,20.2,36.9
4,42,2018-02-06,34.2,26,42.2
4,42,2018-02-07,33.2,24.9,41.6
4,42,2018-02-08,36,27.2,44.2
4,42,2018-02-09,38.3,30,46.3
4,42,2018-02-10,41.2,32.8,49.4
4,42,2018-02-11,44,35.6,52
4,42,2018-02-12,28.8,20.8,36.8
4,42,2018-02-13,34.7,26.1,42.3
4,42,2018-02-14,33.7,25.5,42.3
4,42,2018-02-15,36.5,28.3,44.8
4,42,2018-02-16,38.7,30.5,46.7
4,42,2018-02-17,41.6,33.9,50.4
4,42,2018-02-18,44.4,36,53.2
4,42,2018-02-19,29.4,21,37.5
4,42,2018-02-20,35.2,26.9,43.4
4,42,2018-02-21,34.3,26.4,42.5
4,42,2018-02-22,37.1,28.8,44.9
4,42,2018-02-23,39.4,31,47.9
4,42,2018-02-24,42.4,34.4,50.2
4,42,2018-02-25,45.3,37.1,53.3
4,42,2018-02-26,30.3,22.2,38.4
4,42,2018-02-27,36.2,28,44.7
4,42,2018-02-28,35.3,26.7,43.9
4,42,2018-03-01,38.2,29.9,46.9
4,42,2018-03-02,40.6,32.3,48.7
4,42,2018-03-03,43.6,35.6,52
4,42,2018-03-04,46.5,38.7,54.7
4,42,2018-03-05,31.5,22.8,39.6
4,42,2018-03-06,37.5,29,45.5
4,42,2018-03-07,36.6,28.8,45.3
4,42,2018-03-08,39.6,30.6,48.4
4,42,2018-03-09,41.9,33.3,49.8
4,42,2018-03-10,45,36.9,52.9
4,42,2018-03-11,47.9,39.3,55.4
4,42,2018-03-12,33,24.2,41.3
4,42,2018-03-13,38.9,30.9,47.3
4,42,2018-03-14,38.1,30.5,46.8
4,42,2018-03-15,41.1,32.8,49.4
4,42,2018-03-16,43.5,35.3,51.2
4,42,2018-03-17,46.5,38.4,54.6
4,42,2018-03-18,49.5,41.6,58.1
4,42,2018-03-19,34.6,26.7,42.7
4,42,2018-03-20,40.6,32.5,48.7
4,42,2018-03-21,39.8,31.6,47.9
4,42,2018-03-22,42.8,34.9,51
4,42,2018-03-23,45.2,36.6,53.6
4,42,2018-03-24,48.3,40.3,57.7
4,42,2018-03-25,51.4,42.5,59.3
4,42,2018-03-26,36.4,28.7,44.4
4,42,2018-03-27,42.4,34.8,50.4
4,42,2018-03-28,41.6,34.2,49.6
4,42,2018-03-29,44.6,35.8,52.5
4,42,2018-03-30,47,38.6,55.1
4,42,2018-03-31,50.1,41.5,59
4,43,2018-01-01,38.1,27.6,47
4,43,2018-01-02,44.8,34.6,54.4
4,43,2018-01-03,44.6,34.6,53.8
4,43,2018-01-04,48.5,39.2,57.7
4,43,2018-01-05,52.1,42.2,61.9
4,43,2018-01-06,55.1,45.1,65.2
4,43,2018-01-07,59.7,50,69.7
4,43,2018-01-08,37.8,28.5,48.8
4,43,2018-01-09,44.4,34.4,54.7
4,43,2018-01-10,44.1,34.5,53.8
4,43,2018-01-11,48,37.3,58.2
4,43,2018-01-12,51.6,41.6,62.3
4,43,2018-01-13,54.6,44.9,64.8
4,43,2018-01-14,59.2,49.5,69.1
4,43,2018-01-15,37.4,27.9,48.2
4,43,2018-01-16,44.1,34.5,54.5
4,43,2018-01-17,43.9,33.7,53.7
4,43,2018-01-18,47.9,38.7,57.9
4,43,2018-01-19,51.6,41,61.1
4,43,2018-01-20,54.8,44.8,64.9
4,43,2018-01-21,59.5,49.8,69.3
4,43,2018-01-22,37.8,27.3,47.4
4,43,2018-01-23,44.6,35.1,54.2
4,43,2018-01-24,44.5,35.1,54.3
4,43,2018-01-25,48.6,37.4,58.4
4,43,2018-01-26,52.4,42.1,62.5
4,43,2018-01-27,55.6,45.6,65.5
4,43,2018-01-28,60.4,50.2,70.4
4,43,2018-01-29,38.7,28.9,49.1
4,43,2018-01-30,45.6,35.6,56.1
4,43,2018-01-31,45.5,35.7,55.6
4,43,2018-02-01,49.5,39.8,58.7
4,43,2018-02-02,53.3,43.7,63.6
4,43,2018-02-03,56.4,46.5,66.3
4,43,2018-02-04,61.2,51.4,70.8
4,43,2018-02-05,39.4,30.1,48.7
4,43,2018-02-06,46.2,36.8,56.3
4,43,2018-02-07,46.1,36.2,56
4,43,2018-02-08,50.1,39.4,60
4,43,2018-02-09,53.9,44.1,64.1
4,43,2018-02-10,57,47,66.8
4,43,2018-02-11,61.8,52.4,71.8
4,43,2018-02-12,40.1,30.4,49.9
4,43,2018-02-13,46.9,36.9,56.8
4,43,2018-02-14,46.8,37.3,56.4
4,43,2018-02-15,50.9,41.6,60.8
4,43,2018-02-16,54.8,44.3,64.4
4,43,2018-02-17,58,48.3,67.6
4,43,2018-02-18,62.9,53.4,72.7
4,43,2018-02-19,41.3,32.2,50.3
4,43,2018-02-20,48.3,38.4,58.5
4,43,2018-02-21,48.4,38.9,58.6
4,43,2018-02-22,52.6,42.7,62.3
4,43,2018-02-23,56.6,46.5,65.5
4,43,2018-02-24,60,49.8,69.8
4,43,2018-02-25,65,54.8,75.4
4,43,2018-02-26,43.5,33.7,54.1
4,43,2018-02-27,50.6,40.2,60.4
4,43,2018-02-28,50.7,41.2,60.6
4,43,2018-03-01,55,45.3,64.4
4,43,2018-03-02,59.1,49.6,68.6
4,43,2018-03-03,62.5,52,72.7
4,43,2018-03-04,67.5,57.3,77.7
4,43,2018-03-05,46,36,56.3
4,43,2018-03-06,53,43.3,62.9
4,43,2018-03-07,53.1,43.8,62.7
4,43,2018-03-08,57.3,47.6,67.5
4,43,2018-03-09,61.3,51,71
4,43,2018-03-10,64.6,53.8,74
4,43,2018-03-11,69.5,60.1,79.2
4,43,2018-03-12,47.9,38.5,57.1
4,43,2018-03-13,54.8,45.1,64.4
4,43,2018-03-14,54.8,45.1,64.5
4,43,2018-03-15,58.9,49.2,68.8
