store,item,week,weekly_forecast,weekly_lower,weekly_upper
6,1,2018-03-11,124,88,160
6,1,2018-03-18,132,95,169
6,1,2018-03-25,138,102,174
6,2,2017-12-31,237,186,291
6,2,2018-01-07,284,221,346
6,2,2018-01-14,279,218,340
6,2,2018-01-21,278,219,340
6,2,2018-01-28,285,225,346
6,2,2018-02-04,296,234,357
6,2,2018-02-11,307,246,367
6,2,2018-02-18,318,255,379
6,2,2018-02-25,328,266,390
6,2,2018-03-04,339,277,400
6,2,2018-03-11,351,288,411
6,2,2018-03-18,361,300,421
6,2,2018-03-25,370,310,432
6,3,2017-12-31,147,104,188
6,3,2018-01-07,174,125,223
6,3,2018-01-14,172,124,221
6,3,2018-01-21,176,127,224
6,3,2018-01-28,181,134,230
6,3,2018-02-04,184,136,232
6,3,2018-02-11,186,136,234
6,3,2018-02-18,189,142,237
6,3,2018-02-25,196,146,245
6,3,2018-03-04,206,159,256
6,3,2018-03-11,215,166,263
6,3,2018-03-18,221,173,270
6,3,2018-03-25,225,176,273
6,4,2017-12-31,81,50,113
6,4,2018-01-07,98,61,134
6,4,2018-01-14,99,62,136
6,4,2018-01-21,101,64,138
6,4,2018-01-28,101,65,138
6,4,2018-02-04,103,66,142
6,4,2018-02-11,107,71,144
6,4,2018-02-18,113,76,151
6,4,2018-02-25,119,82,156
6,4,2018-03-04,122,84,159
6,4,2018-03-11,123,85,160
6,4,2018-03-18,126,88,163
6,4,2018-03-25,132,95,170
6,5,2017-12-31,66,36,96
6,5,2018-01-07,83,49,117
6,5,2018-01-14,88,54,121
6,5,2018-01-21,91,58,125
6,5,2018-01-28,92,58,126
6,5,2018-02-04,90,55,123
6,5,2018-02-11,90,56,124
6,5,2018-02-18,95,61,128
6,5,2018-02-25,102,68,137
6,5,2018-03-04,106,72,140
6,5,2018-03-11,106,72,139
6,5,2018-03-18,105,71,139
6,5,2018-03-25,109,76,142
6,6,2017-12-31,229,175,282
6,6,2018-01-07,275,212,336
6,6,2018-01-14,272,210,332
6,6,2018-01-21,275,214,336
6,6,2018-01-28,281,217,344
6,6,2018-02-04,288,224,350
6,6,2018-02-11,296,232,357
6,6,2018-02-18,307,244,370
6,6,2018-02-25,323,261,384
6,6,2018-03-04,339,280,404
6,6,2018-03-11,349,288,413
6,6,2018-03-18,354,292,417
6,6,2018-03-25,359,298,424
6,7,2017-12-31,220,165,272
6,7,2018-01-07,265,201,327
6,7,2018-01-14,268,205,331
6,7,2018-01-21,275,212,338
6,7,2018-01-28,283,221,346
6,7,2018-02-04,286,224,348
6,7,2018-02-11,290,228,353
6,7,2018-02-18,300,237,362
6,7,2018-02-25,315,252,378
6,7,2018-03-04,331,270,394
6,7,2018-03-11,343,280,403
6,7,2018-03-18,350,288,414
6,7,2018-03-25,359,297,422
6,8,2017-12-31,291,226,353
6,8,2018-01-07,350,278,423
6,8,2018-01-14,355,280,430
6,8,2018-01-21,367,295,441
6,8,2018-01-28,378,305,447
6,8,2018-02-04,382,310,457
6,8,2018-02-11,387,314,460
6,8,2018-02-18,399,325,472
6,8,2018-02-25,419,346,492
6,8,2018-03-04,440,367,513
6,8,2018-03-11,454,382,530
6,8,2018-03-18,463,390,535
6,8,2018-03-25,471,400,544
6,9,2017-12-31,205,155,254
6,9,2018-01-07,246,188,303
6,9,2018-01-14,246,189,304
6,9,2018-01-21,249,191,306
6,9,2018-01-28,254,196,312
6,9,2018-02-04,257,199,315
6,9,2018-02-11,261,204,320
6,9,2018-02-18,268,209,327
6,9,2018-02-25,282,225,340
6,9,2018-03-04,297,238,355
6,9,2018-03-11,308,250,366
6,9,2018-03-18,312,255,371
6,9,2018-03-25,315,258,372
6,10,2017-12-31,277,218,337
6,10,2018-01-07,339,270,407
6,10,2018-01-14,344,275,412
6,10,2018-01-21,349,280,420
6,10,2018-01-28,349,282,416
6,10,2018-02-04,348,279,416
6,10,2018-02-11,354,284,422
6,10,2018-02-18,370,300,439
6,10,2018-02-25,389,320,460
6,10,2018-03-04,406,337,474
6,10,2018-03-11,418,347,489
6,10,2018-03-18,431,364,500
6,10,2018-03-25,449,380,517
6,11,2017-12-31,265,207,325
6,11,2018-01-07,321,254,390
6,11,2018-01-14,324,256,390
6,11,2018-01-21,328,260,396
6,11,2018-01-28,334,266,402
6,11,2018-02-04,339,272,405
6,11,2018-02-11,349,281,416
6,11,2018-02-18,363,296,430
6,11,2018-02-25,381,315,447
6,11,2018-03-04,397,329,463
6,11,2018-03-11,408,338,474
6,11,2018-03-18,416,348,482
6,11,2018-03-25,425,357,493
6,12,2017-12-31,265,205,324
6,12,2018-01-07,321,251,391
6,12,2018-01-14,323,254,394
6,12,2018-01-21,326,254,396
6,12,2018-01-28,331,263,400
6,12,2018-02-04,338,267,408
6,12,2018-02-11,347,277,416
6,12,2018-02-18,361,292,431
6,12,2018-02-25,377,305,447
6,12,2018-03-04,390,321,462
6,12,2018-03-11,402,332,472
6,12,2018-03-18,413,342,483
6,12,2018-03-25,426,356,498
6,13,2017-12-31,337,272,404
6,13,2018-01-07,410,332,487
6,13,2018-01-14,406,330,482
6,13,2018-01-21,403,326,478
6,13,2018-01-28,407,329,482
6,13,2018-02-04,415,337,491
6,13,2018-02-11,425,350,501
6,13,2018-02-18,439,363,514
6,13,2018-02-25,455,378,533
6,13,2018-03-04,473,397,549
6,13,2018-03-11,493,420,571
6,13,2018-03-18,513,437,589
6,13,2018-03-25,531,455,608
6,14,2017-12-31,235,183,289
6,14,2018-01-07,280,218,340
6,14,2018-01-14,277,217,340
6,14,2018-01-21,280,217,342
6,14,2018-01-28,287,224,350
6,14,2018-02-04,294,231,356
6,14,2018-02-11,299,236,362
6,14,2018-02-18,306,242,368
6,14,2018-02-25,318,257,380
6,14,2018-03-04,333,270,395
6,14,2018-03-11,347,284,410
6,14,2018-03-18,357,296,420
6,14,2018-03-25,367,304,427
6,15,2017-12-31,342,273,411
6,15,2018-01-07,416,336,496
6,15,2018-01-14,417,337,496
6,15,2018-01-21,418,338,500
6,15,2018-01-28,421,342,502
6,15,2018-02-04,426,344,504
6,15,2018-02-11,438,357,516
6,15,2018-02-18,457,376,536
6,15,2018-02-25,479,398,559
6,15,2018-03-04,497,417,578
6,15,2018-03-11,507,427,591
6,15,2018-03-18,514,433,593
6,15,2018-03-25,528,448,607
6,16,2017-12-31,100,66,134
6,16,2018-01-07,120,82,160
6,16,2018-01-14,119,80,158
6,16,2018-01-21,119,80,156
6,16,2018-01-28,122,83,161
6,16,2018-02-04,126,86,164
6,16,2018-02-11,130,90,170
6,16,2018-02-18,134,95,174
6,16,2018-02-25,139,99,178
6,16,2018-03-04,144,105,182
6,16,2018-03-11,148,109,186
6,16,2018-03-18,152,114,191
6,16,2018-03-25,156,117,195
6,17,2017-12-31,129,89,169
6,17,2018-01-07,153,107,200
6,17,2018-01-14,152,105,197
6,17,2018-01-21,153,107,198
6,17,2018-01-28,157,111,202
6,17,2018-02-04,162,115,206
6,17,2018-02-11,167,120,211
6,17,2018-02-18,174,129,220
6,17,2018-02-25,184,138,228
6,17,2018-03-04,191,145,238
6,17,2018-03-11,196,150,242
6,17,2018-03-18,199,153,246
6,17,2018-03-25,202,155,247
6,18,2017-12-31,325,257,393
6,18,2018-01-07,393,316,468
6,18,2018-01-14,397,322,474
6,18,2018-01-21,406,329,486
6,18,2018-01-28,416,339,493
6,18,2018-02-04,426,349,503
6,18,2018-02-11,436,363,513
6,18,2018-02-18,450,374,528
6,18,2018-02-25,464,387,540
6,18,2018-03-04,476,398,551
6,18,2018-03-11,486,408,563
6,18,2018-03-18,499,424,577
6,18,2018-03-25,517,440,592
6,19,2017-12-31,155,111,199
6,19,2018-01-07,187,136,238
6,19,2018-01-14,188,138,240
6,19,2018-01-21,191,139,242
6,19,2018-01-28,194,141,246
6,19,2018-02-04,194,142,244
6,19,2018-02-11,197,145,248
6,19,2018-02-18,204,154,256
6,19,2018-02-25,216,165,266
6,19,2018-03-04,230,179,280
6,19,2018-03-11,240,189,292
6,19,2018-03-18,246,196,298
6,19,2018-03-25,249,199,300
6,20,2017-12-31,185,140,231
6,20,2018-01-07,220,166,274
6,20,2018-01-14,217,161,272
6,20,2018-01-21,218,165,273
6,20,2018-01-28,223,169,277
6,20,2018-02-04,230,175,286
6,20,2018-02-11,238,182,292
6,20,2018-02-18,249,193,304
6,20,2018-02-25,260,206,316
6,20,2018-03-04,270,214,324
6,20,2018-03-11,276,221,330
6,20,2018-03-18,281,226,335
6,20,2018-03-25,288,234,342
6,21,2017-12-31,157,115,199
6,21,2018-01-07,188,137,237
6,21,2018-01-14,185,135,234
6,21,2018-01-21,184,132,234
6,21,2018-01-28,187,137,236
6,21,2018-02-04,192,142,242
6,21,2018-02-11,200,150,250
6,21,2018-02-18,208,158,257
6,21,2018-02-25,218,168,269
6,21,2018-03-04,227,179,279
6,21,2018-03-11,235,184,284
6,21,2018-03-18,240,189,289
6,21,2018-03-25,245,195,296
6,22,2017-12-31,305,242,366
6,22,2018-01-07,365,293,437
6,22,2018-01-14,364,292,437
6,22,2018-01-21,370,298,441
6,22,2018-01-28,380,309,453
6,22,2018-02-04,391,318,460
6,22,2018-02-11,402,329,476
6,22,2018-02-18,417,341,490
6,22,2018-02-25,435,364,509
6,22,2018-03-04,453,380,526
6,22,2018-03-11,467,398,540
6,22,2018-03-18,478,406,549
6,22,2018-03-25,490,418,562
6,23,2017-12-31,113,75,149
6,23,2018-01-07,134,92,178
6,23,2018-01-14,134,90,178
6,23,2018-01-21,138,94,180
6,23,2018-01-28,143,100,186
6,23,2018-02-04,146,104,188
6,23,2018-02-11,148,105,192
6,23,2018-02-18,150,107,194
6,23,2018-02-25,156,113,199
6,23,2018-03-04,165,121,207
6,23,2018-03-11,173,130,216
6,23,2018-03-18,179,136,222
6,23,2018-03-25,181,138,223
6,24,2017-12-31,250,194,310
6,24,2018-01-07,300,232,368
6,24,2018-01-14,301,234,369
6,24,2018-01-21,308,241,372
6,24,2018-01-28,315,247,382
6,24,2018-02-04,319,250,387
6,24,2018-02-11,326,258,393
6,24,2018-02-18,341,273,408
6,24,2018-02-25,362,294,429
6,24,2018-03-04,380,315,447
6,24,2018-03-11,390,323,458
6,24,2018-03-18,396,329,462
6,24,2018-03-25,404,337,470
6,25,2017-12-31,310,248,371
6,25,2018-01-07,370,298,444
6,25,2018-01-14,369,296,444
6,25,2018-01-21,375,303,450
6,25,2018-01-28,384,310,458
6,25,2018-02-04,394,320,467
6,25,2018-02-11,405,333,476
6,25,2018-02-18,420,345,494
6,25,2018-02-25,439,366,514
6,25,2018-03-04,455,384,528
6,25,2018-03-11,466,394,539
6,25,2018-03-18,476,402,550
6,25,2018-03-25,492,420,566
6,26,2017-12-31,185,138,233
6,26,2018-01-07,224,169,280
6,26,2018-01-14,229,174,285
6,26,2018-01-21,236,181,292
6,26,2018-01-28,240,185,298
6,26,2018-02-04,242,185,298
6,26,2018-02-11,243,187,298
6,26,2018-02-18,248,191,305
6,26,2018-02-25,259,202,315
6,26,2018-03-04,271,214,327
6,26,2018-03-11,281,226,335
6,26,2018-03-18,288,230,345
6,26,2018-03-25,295,239,350
6,27,2017-12-31,86,54,119
6,27,2018-01-07,103,66,140
6,27,2018-01-14,104,67,142
6,27,2018-01-21,107,70,144
6,27,2018-01-28,110,73,147
6,27,2018-02-04,112,75,149
6,27,2018-02-11,114,76,152
6,27,2018-02-18,117,81,154
6,27,2018-02-25,121,84,159
6,27,2018-03-04,126,88,163
6,27,2018-03-11,129,91,166
6,27,2018-03-18,132,96,170
6,27,2018-03-25,137,99,173
6,28,2017-12-31,346,277,414
6,28,2018-01-07,411,333,490
6,28,2018-01-14,406,328,486
6,28,2018-01-21,412,334,490
6,28,2018-01-28,426,347,505
6,28,2018-02-04,440,363,519
6,28,2018-02-11,451,371,529
6,28,2018-02-18,464,385,543
6,28,2018-02-25,483,405,560
6,28,2018-03-04,502,424,582
6,28,2018-03-11,515,438,596
6,28,2018-03-18,522,445,601
6,28,2018-03-25,529,452,608
6,29,2017-12-31,260,203,321
6,29,2018-01-07,312,242,380
6,29,2018-01-14,312,244,381
6,29,2018-01-21,318,249,387
6,29,2018-01-28,329,261,398
6,29,2018-02-04,340,273,406
6,29,2018-02-11,349,282,417
6,29,2018-02-18,358,290,426
6,29,2018-02-25,370,301,437
6,29,2018-03-04,383,315,453
6,29,2018-03-11,397,329,465
6,29,2018-03-18,408,340,478
6,29,2018-03-25,418,349,485
6,30,2017-12-31,154,111,198
6,30,2018-01-07,184,134,236
6,30,2018-01-14,185,133,236
6,30,2018-01-21,189,137,240
6,30,2018-01-28,193,142,245
6,30,2018-02-04,195,144,247
6,30,2018-02-11,197,147,249
6,30,2018-02-18,205,153,255
6,30,2018-02-25,216,165,267
6,30,2018-03-04,226,175,279
6,30,2018-03-11,231,180,281
6,30,2018-03-18,234,181,285
6,30,2018-03-25,240,190,292
6,31,2017-12-31,221,166,275
6,31,2018-01-07,272,211,337
6,31,2018-01-14,281,219,343
6,31,2018-01-21,289,228,352
6,31,2018-01-28,292,229,356
6,31,2018-02-04,295,233,358
6,31,2018-02-11,302,238,365
6,31,2018-02-18,315,252,379
6,31,2018-02-25,330,267,391
6,31,2018-03-04,343,279,405
6,31,2018-03-11,352,291,414
6,31,2018-03-18,359,295,423
6,31,2018-03-25,367,304,432
6,32,2017-12-31,171,124,217
6,32,2018-01-07,205,151,259
6,32,2018-01-14,206,153,260
6,32,2018-01-21,212,159,266
6,32,2018-01-28,220,165,274
6,32,2018-02-04,224,171,278
6,32,2018-02-11,225,172,278
6,32,2018-02-18,227,172,280
6,32,2018-02-25,232,179,286
6,32,2018-03-04,242,189,295
6,32,2018-03-11,253,201,308
6,32,2018-03-18,262,208,316
6,32,2018-03-25,268,214,322
6,33,2017-12-31,274,214,330
6,33,2018-01-07,326,258,395
6,33,2018-01-14,322,255,389
6,33,2018-01-21,326,255,393
6,33,2018-01-28,335,268,402
6,33,2018-02-04,345,277,411
6,33,2018-02-11,353,284,420
6,33,2018-02-18,360,292,427
6,33,2018-02-25,371,306,440
6,33,2018-03-04,388,322,457
6,33,2018-03-11,405,339,473
6,33,2018-03-18,418,353,487
6,33,2018-03-25,426,357,493
6,34,2017-12-31,96,63,131
6,34,2018-01-07,116,76,157
6,34,2018-01-14,118,79,158
6,34,2018-01-21,122,81,161
6,34,2018-01-28,125,85,164
6,34,2018-02-04,127,88,167
6,34,2018-02-11,128,88,167
6,34,2018-02-18,130,89,169
6,34,2018-02-25,134,95,174
6,34,2018-03-04,141,100,181
6,34,2018-03-11,147,108,188
6,34,2018-03-18,154,114,194
6,34,2018-03-25,158,119,198
6,35,2017-12-31,256,198,313
6,35,2018-01-07,307,238,375
6,35,2018-01-14,307,240,373
6,35,2018-01-21,313,245,381
6,35,2018-01-28,322,255,390
6,35,2018-02-04,328,258,394
6,35,2018-02-11,332,264,396
6,35,2018-02-18,339,272,407
6,35,2018-02-25,352,283,420
6,35,2018-03-04,367,298,434
6,35,2018-03-11,379,313,448
6,35,2018-03-18,385,318,454
6,35,2018-03-25,392,324,460
6,36,2017-12-31,293,231,356
6,36,2018-01-07,358,284,434
6,36,2018-01-14,363,287,436
6,36,2018-01-21,369,297,444
6,36,2018-01-28,374,300,448
6,36,2018-02-04,378,306,452
6,36,2018-02-11,386,310,460
6,36,2018-02-18,401,326,476
6,36,2018-02-25,423,350,498
6,36,2018-03-04,444,371,519
6,36,2018-03-11,459,384,532
6,36,2018-03-18,470,395,545
6,36,2018-03-25,481,405,555
6,37,2017-12-31,109,72,146
6,37,2018-01-07,132,89,174
6,37,2018-01-14,136,92,179
6,37,2018-01-21,140,98,182
6,37,2018-01-28,141,99,183
6,37,2018-02-04,140,97,183
6,37,2018-02-11,140,97,182
6,37,2018-02-18,147,106,190
6,37,2018-02-25,157,114,201
6,37,2018-03-04,166,122,210
6,37,2018-03-11,171,128,213
6,37,2018-03-18,174,130,216
6,37,2018-03-25,180,137,221
6,38,2017-12-31,317,254,381
6,38,2018-01-07,377,307,452
6,38,2018-01-14,372,300,447
6,38,2018-01-21,375,302,448
6,38,2018-01-28,384,310,458
6,38,2018-02-04,393,319,466
6,38,2018-02-11,403,328,476
6,38,2018-02-18,418,345,490
6,38,2018-02-25,439,366,512
6,38,2018-03-04,459,387,532
6,38,2018-03-11,471,400,543
6,38,2018-03-18,477,401,552
6,38,2018-03-25,484,411,558
6,39,2017-12-31,165,120,211
6,39,2018-01-07,199,145,250
6,39,2018-01-14,200,146,252
6,39,2018-01-21,205,151,259
6,39,2018-01-28,211,156,264
6,39,2018-02-04,216,163,269
6,39,2018-02-11,221,169,276
6,39,2018-02-18,229,176,283
6,39,2018-02-25,239,184,292
6,39,2018-03-04,247,193,299
6,39,2018-03-11,252,198,305
6,39,2018-03-18,254,203,308
6,39,2018-03-25,259,206,312
6,40,2017-12-31,117,78,156
6,40,2018-01-07,142,98,187
6,40,2018-01-14,143,98,188
6,40,2018-01-21,143,98,187
6,40,2018-01-28,143,99,189
6,40,2018-02-04,145,101,189
6,40,2018-02-11,151,106,196
6,40,2018-02-18,160,115,205
6,40,2018-02-25,168,125,215
6,40,2018-03-04,173,128,218
6,40,2018-03-11,174,130,219
6,40,2018-03-18,177,131,222
6,40,2018-03-25,184,138,228
6,41,2017-12-31,84,52,115
6,41,2018-01-07,96,59,135
6,41,2018-01-14,94,56,133
6,41,2018-01-21,98,61,136
6,41,2018-01-28,104,65,141
6,41,2018-02-04,108,69,145
6,41,2018-02-11,109,72,147
6,41,2018-02-18,110,73,148
6,41,2018-02-25,114,76,152
6,41,2018-03-04,120,82,157
6,41,2018-03-11,125,87,164
6,41,2018-03-18,129,91,167
6,41,2018-03-25,132,96,171
6,42,2017-12-31,139,98,181
6,42,2018-01-07,170,122,218
6,42,2018-01-14,168,120,217
6,42,2018-01-21,167,119,215
6,42,2018-01-28,169,120,217
6,42,2018-02-04,175,128,223
6,42,2018-02-11,183,136,232
6,42,2018-02-18,192,144,240
6,42,2018-02-25,199,149,248
6,42,2018-03-04,204,155,254
6,42,2018-03-11,209,161,258
6,42,2018-03-18,215,166,263
6,42,2018-03-25,223,174,270
6,43,2017-12-31,199,151,246
6,43,2018-01-07,243,186,301
6,43,2018-01-14,247,190,304
6,43,2018-01-21,252,194,310
6,43,2018-01-28,257,200,314
6,43,2018-02-04,262,204,319
6,43,2018-02-11,266,208,325
6,43,2018-02-18,270,213,327
6,43,2018-02-25,276,217,331
6,43,2018-03-04,284,227,341
6,43,2018-03-11,294,237,350
6,43,2018-03-18,306,248,364
6,43,2018-03-25,318,259,376
6,44,2017-12-31,114,77,151
6,44,2018-01-07,138,96,180
6,44,2018-01-14,140,97,182
6,44,2018-01-21,141,97,183
6,44,2018-01-28,141,100,184
6,44,2018-02-04,142,100,184
6,44,2018-02-11,146,104,188
6,44,2018-02-18,152,110,195
6,44,2018-02-25,159,115,202
6,44,2018-03-04,163,119,206
6,44,2018-03-11,166,124,208
6,44,2018-03-18,169,127,211
6,44,2018-03-25,175,132,217
6,45,2017-12-31,304,241,366
6,45,2018-01-07,371,297,444
6,45,2018-01-14,376,301,450
6,45,2018-01-21,382,308,456
6,45,2018-01-28,386,313,459
6,45,2018-02-04,390,318,464
6,45,2018-02-11,399,324,473
6,45,2018-02-18,416,341,492
6,45,2018-02-25,437,363,512
6,45,2018-03-04,456,384,531
6,45,2018-03-11,470,397,547
6,45,2018-03-18,482,408,556
6,45,2018-03-25,497,424,572
6,46,2017-12-31,225,169,280
6,46,2018-01-07,272,209,334
6,46,2018-01-14,270,208,337
6,46,2018-01-21,274,210,339
6,46,2018-01-28,279,216,343
6,46,2018-02-04,283,221,345
6,46,2018-02-11,287,223,349
6,46,2018-02-18,294,231,357
6,46,2018-02-25,307,243,370
6,46,2018-03-04,320,257,384
6,46,2018-03-11,329,266,392
6,46,2018-03-18,334,271,395
6,46,2018-03-25,342,277,406
6,47,2017-12-31,84,52,116
6,47,2018-01-07,99,62,136
6,47,2018-01-14,100,64,137
6,47,2018-01-21,105,69,141
6,47,2018-01-28,108,72,144
6,47,2018-02-04,108,71,145
6,47,2018-02-11,106,68,143
6,47,2018-02-18,108,72,145
6,47,2018-02-25,117,80,154
6,47,2018-03-04,127,90,164
6,47,2018-03-11,132,94,168
6,47,2018-03-18,131,95,168
6,47,2018-03-25,130,92,166
6,48,2017-12-31,205,155,254
6,48,2018-01-07,242,184,302
6,48,2018-01-14,234,176,292
6,48,2018-01-21,233,175,290
6,48,2018-01-28,243,184,300
6,48,2018-02-04,256,200,314
6,48,2018-02-11,266,208,325
6,48,2018-02-18,270,213,327
6,48,2018-02-25,274,216,332
6,48,2018-03-04,282,224,340
6,48,2018-03-11,296,237,357
6,48,2018-03-18,311,252,369
6,48,2018-03-25,323,265,383
6,49,2017-12-31,112,76,148
6,49,2018-01-07,136,94,177
6,49,2018-01-14,136,94,178
6,49,2018-01-21,137,96,180
6,49,2018-01-28,138,96,181
6,49,2018-02-04,140,98,182
6,49,2018-02-11,144,103,185
6,49,2018-02-18,151,110,193
6,49,2018-02-25,159,118,201
6,49,2018-03-04,167,126,210
6,49,2018-03-11,174,134,215
6,49,2018-03-18,180,139,221
6,49,2018-03-25,185,143,228
6,50,2017-12-31,253,195,309
6,50,2018-01-07,302,235,369
6,50,2018-01-14,302,235,369
6,50,2018-01-21,307,241,375
6,50,2018-01-28,317,250,382
6,50,2018-02-04,327,261,393
6,50,2018-02-11,337,271,403
6,50,2018-02-18,348,281,415
6,50,2018-02-25,358,293,422
6,50,2018-03-04,367,301,433
6,50,2018-03-11,375,307,438
6,50,2018-03-18,385,317,450
6,50,2018-03-25,400,336,468
7,1,2017-12-31,75,44,106
7,1,2018-01-07,90,56,127
7,1,2018-01-14,92,57,128
7,1,2018-01-21,96,59,131
7,1,2018-01-28,99,63,134
7,1,2018-02-04,101,65,137
7,1,2018-02-11,103,67,138
7,1,2018-02-18,108,72,144
7,1,2018-02-25,114,78,150
7,1,2018-03-04,118,82,154
7,1,2018-03-11,119,83,154
7,1,2018-03-18,118,82,153
7,1,2018-03-25,122,88,157
7,2,2017-12-31,210,159,262
7,2,2018-01-07,253,194,310
7,2,2018-01-14,252,194,311
7,2,2018-01-21,254,198,314
7,2,2018-01-28,257,198,317
7,2,2018-02-04,260,200,318
7,2,2018-02-11,265,207,323
7,2,2018-02-18,277,217,336
7,2,2018-02-25,292,232,352
7,2,2018-03-04,307,247,366
7,2,2018-03-11,314,255,373
7,2,2018-03-18,317,258,376
7,2,2018-03-25,322,263,381
7,3,2017-12-31,128,88,168
7,3,2018-01-07,153,107,200
7,3,2018-01-14,154,108,200
7,3,2018-01-21,157,110,203
7,3,2018-01-28,160,113,206
7,3,2018-02-04,164,117,211
7,3,2018-02-11,172,126,218
7,3,2018-02-18,181,135,228
7,3,2018-02-25,189,141,235
7,3,2018-03-04,194,147,240
7,3,2018-03-11,196,149,241
7,3,2018-03-18,200,154,247
7,3,2018-03-25,207,159,253
7,4,2017-12-31,77,48,107
7,4,2018-01-07,94,58,129
7,4,2018-01-14,93,60,127
7,4,2018-01-21,93,59,128
7,4,2018-01-28,95,60,129
7,4,2018-02-04,96,61,130
7,4,2018-02-11,99,63,133
7,4,2018-02-18,102,68,137
7,4,2018-02-25,107,72,140
7,4,2018-03-04,112,78,147
7,4,2018-03-11,116,81,151
7,4,2018-03-18,120,84,153
7,4,2018-03-25,122,87,156
7,5,2017-12-31,70,43,98
7,5,2018-01-07,86,54,118
7,5,2018-01-14,83,51,115
7,5,2018-01-21,81,48,112
7,5,2018-01-28,81,50,114
7,5,2018-02-04,84,52,116
7,5,2018-02-11,87,55,120
7,5,2018-02-18,91,58,123
7,5,2018-02-25,94,61,126
7,5,2018-03-04,98,66,131
7,5,2018-03-11,100,69,133
7,5,2018-03-18,101,68,133
7,5,2018-03-25,101,68,134
7,6,2017-12-31,201,151,251
7,6,2018-01-07,242,184,303
7,6,2018-01-14,244,185,304
7,6,2018-01-21,250,191,308
7,6,2018-01-28,256,199,314
7,6,2018-02-04,260,200,318
7,6,2018-02-11,264,207,323
7,6,2018-02-18,272,214,331
7,6,2018-02-25,286,229,344
7,6,2018-03-04,301,242,360
7,6,2018-03-11,312,254,369
7,6,2018-03-18,322,263,380
7,6,2018-03-25,331,270,388
7,7,2017-12-31,213,163,264
7,7,2018-01-07,252,194,311
7,7,2018-01-14,250,191,308
7,7,2018-01-21,255,197,315
7,7,2018-01-28,260,201,318
7,7,2018-02-04,262,204,322
7,7,2018-02-11,267,208,325
7,7,2018-02-18,278,219,336
7,7,2018-02-25,295,236,354
7,7,2018-03-04,309,250,367
7,7,2018-03-11,314,255,373
7,7,2018-03-18,317,259,376
7,7,2018-03-25,325,266,384
7,8,2017-12-31,273,215,331
7,8,2018-01-07,330,263,398
7,8,2018-01-14,329,262,396
7,8,2018-01-21,332,264,398
7,8,2018-01-28,338,271,405
7,8,2018-02-04,345,278,415
7,8,2018-02-11,352,282,417
7,8,2018-02-18,363,296,429
7,8,2018-02-25,380,313,447
7,8,2018-03-04,401,333,467
7,8,2018-03-11,418,351,484
7,8,2018-03-18,429,361,494
7,8,2018-03-25,436,370,503
7,9,2017-12-31,188,140,235
7,9,2018-01-07,223,168,278
7,9,2018-01-14,216,160,271
7,9,2018-01-21,214,159,270
7,9,2018-01-28,220,164,277
7,9,2018-02-04,232,175,286
7,9,2018-02-11,244,187,299
7,9,2018-02-18,254,199,309
7,9,2018-02-25,262,208,319
7,9,2018-03-04,269,213,325
7,9,2018-03-11,276,221,331
7,9,2018-03-18,282,228,336
7,9,2018-03-25,289,233,344
7,10,2017-12-31,268,211,325
7,10,2018-01-07,327,260,392
7,10,2018-01-14,324,256,390
7,10,2018-01-21,322,257,388
7,10,2018-01-28,326,258,394
7,10,2018-02-04,335,268,403
7,10,2018-02-11,346,279,412
7,10,2018-02-18,359,292,425
7,10,2018-02-25,374,307,440
7,10,2018-03-04,390,323,457
7,10,2018-03-11,404,337,472
7,10,2018-03-18,414,346,481
7,10,2018-03-25,420,352,489
7,11,2017-12-31,244,188,300
7,11,2018-01-07,299,234,363
7,11,2018-01-14,302,237,366
7,11,2018-01-21,303,238,369
7,11,2018-01-28,306,242,371
7,11,2018-02-04,315,250,380
7,11,2018-02-11,331,269,397
7,11,2018-02-18,349,284,415
7,11,2018-02-25,360,296,425
7,11,2018-03-04,363,298,428
7,11,2018-03-11,366,303,432
7,11,2018-03-18,377,312,441
7,11,2018-03-25,396,332,460
7,12,2017-12-31,247,192,303
7,12,2018-01-07,294,230,362
7,12,2018-01-14,294,228,361
7,12,2018-01-21,302,236,368
7,12,2018-01-28,309,241,375
7,12,2018-02-04,311,245,377
7,12,2018-02-11,315,248,380
7,12,2018-02-18,329,264,394
7,12,2018-02-25,351,285,417
7,12,2018-03-04,370,302,436
7,12,2018-03-11,379,313,445
7,12,2018-03-18,381,315,447
7,12,2018-03-25,389,323,454
7,13,2017-12-31,303,239,366
7,13,2018-01-07,363,289,437
7,13,2018-01-14,362,288,434
7,13,2018-01-21,366,291,441
7,13,2018-01-28,373,300,448
7,13,2018-02-04,381,307,456
7,13,2018-02-11,389,314,460
7,13,2018-02-18,402,329,474
7,13,2018-02-25,421,347,497
7,13,2018-03-04,440,365,515
7,13,2018-03-11,453,379,527
7,13,2018-03-18,462,387,536
7,13,2018-03-25,472,400,546
7,14,2017-12-31,209,157,260
7,14,2018-01-07,254,195,314
7,14,2018-01-14,255,196,315
7,14,2018-01-21,258,198,318
7,14,2018-01-28,261,203,321
7,14,2018-02-04,266,206,325
7,14,2018-02-11,272,212,330
7,14,2018-02-18,280,220,340
7,14,2018-02-25,288,229,347
7,14,2018-03-04,295,236,356
7,14,2018-03-11,305,244,364
7,14,2018-03-18,318,258,377
